Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
K2-105 b,0.001,0.005,0.015,0.3,0.09439,1059,891,3.412,8.2677,3.4622,10.1,197.99,5464,4.51,TRUE,nexsci
K2-107 b,0.143,0.072,0.052,1.43,0.84,2146,1804,3.01,3.314,3.2232,11.2,685.2,6061,4.04,TRUE,nexsci
K2-108 b,0.011,0.009,0.011,0.48,0.18689,1767,1486,3.311,4.734,3.5496,10.6,477.3,5599,4.02,TRUE,nexsci
K2-10 b,0,0.002,0.014,0.34,0.08495,862,725,3.253,19.3044,3.8064,10.6,272.36,5620,4.5,TRUE,nexsci
K2-110 b,0,0.002,0.016,0.23,0.05254,746,628,3.399,13.8639,3.22,9.6,116.47,4950,4.61,TRUE,nexsci
K2-113 b,0.015,0.029,0.015,1.08,1.29,1426,1199,3.436,5.8177,3.0744,11.9,635.72,5660,4.27,TRUE,nexsci
K2-114 b,0,0.013,0.009,0.95,1.85,858,722,3.704,11.391,3.9048,12.3,475.76,5044,4.54,TRUE,nexsci
K2-115 b,0,0.013,0.03,1.08,0.84,805,677,3.255,20.2726,3.8592,11.7,413.59,5657,4.53,TRUE,nexsci
K2-116 b,,,,0.06,0.00081,932,783,2.718,4.6554,,7.9,49.39,4348,4.64,TRUE,nexsci
K2-117 b,0.001,0.005,0.031,0.18,0.015,1125,946,3.055,1.2916,1.152,10.6,101.63,3778,4.75,TRUE,nexsci
K2-117 c,0,0.001,0.027,0.18,0.0154,698,587,3.052,5.444,2.1096,10.6,101.63,3778,4.75,TRUE,nexsci
K2-118 b,0,0,0.01,0.23,0.022,468,393,3.025,50.9209,4.104,11.7,321.72,4726,4.53,TRUE,nexsci
K2-119 b,0,0.001,0.013,0.23,0.0218,867,729,3.024,7.7273,2.904,12.2,365.58,4740,4.62,TRUE,nexsci
K2-11 b,0.001,0.001,0.003,0.67,0.14,1488,1251,2.883,39.9377,5.21,11.3,329.31,5433,4.56,TRUE,nexsci
K2-120 b,0,0.001,0.014,0.18,0.0148,731,615,3.059,9.5627,3.648,11.4,289.54,4350,,TRUE,nexsci
K2-121 b,0.001,0.024,0.105,0.67,0.138,939,790,2.883,5.1858,2.0304,10.6,169.4,4551,4.63,TRUE,nexsci
K2-122 b,0,0.002,0.021,0.11,0.00606,1060,891,3.11,2.2193,1.236,9.3,72.04,4027,4.68,TRUE,nexsci
K2-123 b,0,0,0.02,0.25,0.0253,438,368,3.015,30.9515,3.7608,11.1,161.56,4035,4.69,TRUE,nexsci
K2-124 b,0,0.001,0.028,0.26,0.0275,578,486,3.007,6.4137,1.68,12,140.38,3570,4.86,TRUE,nexsci
K2-125 b,,,,0.19,0.017,381,320,3.049,21.7503,,11.8,124.16,3654,4.83,TRUE,nexsci
K2-126 b,0,0.002,0.029,0.18,0.0143,783,659,3.059,7.3857,2.5872,9.7,102.95,4339,4.66,TRUE,nexsci
K2-127 b,0.002,0.017,0.056,0.75,0.167,1051,884,2.87,3.5882,2.3208,12.8,710,4575,4.65,TRUE,nexsci
K2-211 b,,,,0.12,0.00775,,,3.104,0.6696,1.3248,11.1,272.3,5221,4.6,TRUE,nexsci
K2-128 b,0,0.001,0.013,0.13,0.00819,957,804,3.1,5.6758,1.8048,9.8,114.64,4470,4.7,TRUE,nexsci
K2-129 b,0,0,0.041,0.09,0.00352,499,419,3.004,8.2395,1.512,8.9,27.8,3459,4.87,TRUE,nexsci
K2-12 b,0,0.002,0.019,0.21,0.019,1180,993,3.037,8.2821,4.18,10.6,326.38,5800,4.3,TRUE,nexsci
K2-213 b,,,,0.14,0.00913,,,3.094,8.1309,,10.7,389.7,5794,4.25,TRUE,nexsci
K2-130 b,0,0.002,0.014,0.11,0.0066,1201,1010,3.115,2.4941,1.704,9.9,118.01,4356,4.62,TRUE,nexsci
K2-131 b,,,,0.15,0.01982,2672,2247,3.328,0.3693,,10.1,152.51,5245,4.61,TRUE,nexsci
K2-132 b,,,,1.3,0.49,1799,1513,2.857,9.1751,,9.5,609.82,4840,3.3,TRUE,nexsci
K2-219 b,,,,0.12,0.0075,,,3.111,3.9013,3.408,10.4,325.4,5753,4.23,TRUE,nexsci
K2-133 b,0,0.001,0.019,0.12,0.00742,795,669,3.106,3.0713,1.22,10.3,75.17,3655,4.77,TRUE,nexsci
K2-133 c,0,0.001,0.023,0.14,0.0101,682,574,3.088,4.8678,1.62,10.3,75.17,3655,4.77,TRUE,nexsci
K2-133 d,0,0.001,0.029,0.18,0.0147,520,437,3.056,11.0245,2.32,10.3,75.17,3655,4.77,TRUE,nexsci
K2-219 c,,,,0.13,0.00837,,,3.103,6.6677,4.824,10.4,325.4,5753,4.23,TRUE,nexsci
K2-136 b,0,0,0.022,0.09,0.00295,,553,2.975,7.9753,2.54,8.4,59.25,4499,4.66,TRUE,nexsci
K2-136 c,0,0.003,0.08,0.26,0.0277,612,515,3.007,17.3071,3.59,8.4,59.25,4499,4.66,TRUE,nexsci
K2-174 b,0,0.001,0.047,0.23,0.0229,593,499,3.023,19.5623,5.808,9.5,99.93,4455,4.62,TRUE,nexsci
K2-175 b,,,,0.18,0.0151,,,3.053,9.526,,9.2,247.27,5909,4.11,TRUE,nexsci
K2-136 d,0,0,0.018,0.13,0.00849,,373,3.102,25.5751,3.12,8.4,59.25,4499,4.66,TRUE,nexsci
K2-137 b,0.005,0.003,0,0.08,0.5,1744,1467,5.298,0.1797,0.6288,10.9,98.88,3492,4.82,TRUE,nexsci
K2-176 b,,,,0.13,0.0089,,,3.096,5.3294,2.76,10.7,247.3,5428,4.63,TRUE,nexsci
K2-138 b,0.002,0.002,0.014,0.14,0.00975,1548,1302,3.123,2.3531,2.01,10.3,202.59,5356,4.54,TRUE,nexsci
K2-138 c,0.002,0.004,0.024,0.2,0.01985,1349,1134,3.068,3.56,2.38,10.3,202.59,5356,4.54,TRUE,nexsci
K2-178 b,,,,0.32,0.039,,,2.983,8.7478,3.4272,10.3,214.75,5525,4.55,TRUE,nexsci
K2-179 b,,,,0.22,0.0216,,,3.028,5.1722,1.7664,10.6,190.81,5015,4.63,TRUE,nexsci
K2-138 d,0.001,0.003,0.02,0.21,0.02492,1173,987,3.134,5.4048,2.7,10.3,202.59,5356,4.54,TRUE,nexsci
K2-138 e,0,0.004,0.031,0.3,0.04081,1019,857,3.045,8.2615,2.97,10.3,202.59,5356,4.54,TRUE,nexsci
K2-191 b,,,,0.14,0.00981,,,3.087,2.8586,2.232,11.1,287.19,5176,4.57,TRUE,nexsci
K2-202 b,,,,0.2,0.0186,,,3.04,3.4052,2.0328,11,300.4,5491,4.55,TRUE,nexsci
K2-138 f,0,0.002,0.139,0.26,0.00513,881,741,2.278,12.7576,3.2,10.3,202.59,5356,4.54,TRUE,nexsci
K2-139 b,0,0.012,0.071,0.81,0.387,682,573,3.162,28.3806,4.9392,9.7,153.86,5370,4.54,TRUE,nexsci
K2-203 b,,,,0.12,0.00772,,,3.109,9.6951,3.552,10.2,166.15,5000,4.43,TRUE,nexsci
K2-221 b,,,,0.15,0.0109,,,3.079,2.3991,2.5032,10.9,318.81,5716,4.57,TRUE,nexsci
K2-13 b,0,0,0.012,0.17,0.0133,628,528,3.062,39.9149,6.3408,11.2,342.39,5698,4.33,TRUE,nexsci
K2-140 b,0.019,0.065,0.059,1.21,0.93,1264,1063,3.197,6.5692,3.81,11,347.92,5585,4.4,TRUE,nexsci
K2-168 b,,,,0.17,0.013,,766,3.068,15.8523,3.792,10.5,243.94,5503,4.46,TRUE,nexsci
K2-170 b,,,,0.13,0.00817,,,3.099,7.5765,3.432,11.1,392.87,5748,4.34,TRUE,nexsci
K2-141 b,0.069,0.018,0.038,0.14,0.01598,2570,2161,3.337,0.2803,0.94,8.4,61.87,4599,4.62,TRUE,nexsci
K2-141 c,,,,0.62,0.02328,,,2.171,7.7485,,8.4,61.87,4599,4.62,TRUE,nexsci
K2-146 b,0,0.002,0.03,0.18,0.01816,708,595,3.128,2.6446,1.32,11.4,79.3,3385,4.9,TRUE,nexsci
K2-167 b,,,,0.25,0.0262,,,3.01,9.9775,,6.9,80.9,5908,3.88,TRUE,nexsci
K2-147 b,0.001,0.003,0.022,0.12,0.0078,1238,1041,3.106,0.9619,1.0296,10,90.55,3672,4.72,TRUE,nexsci
K2-148 b,0,0.001,0.013,0.12,0.00733,871,733,3.108,4.3839,1.776,10.3,124.46,4079,4.65,TRUE,nexsci
K2-148 c,0,0.001,0.017,0.15,0.0115,748,629,3.08,6.9226,2.0304,10.3,124.46,4079,4.65,TRUE,nexsci
K2-157 b,,,,0.09,0.00371,,,3.017,0.3653,,11,298.37,5456,4.55,TRUE,nexsci
K2-148 d,0,0,0.013,0.15,0.0105,667,561,3.087,9.7579,1.8,10.3,124.46,4079,4.65,TRUE,nexsci
K2-149 b,,,,0.15,0.0105,563,473,3.087,11.332,,10.6,123.68,3745,4.71,TRUE,nexsci
K2-14 b,0,0.002,0.036,0.43,0.065,582,489,2.942,8.368,2.3304,12.6,364.05,3789,4.61,TRUE,nexsci
K2-170 c,,,,0.16,0.0123,,,3.07,12.4,4.176,11.1,392.87,5748,4.34,TRUE,nexsci
K2-150 b,0,0,0.019,0.18,0.0147,494,415,3.061,10.5936,2.4,11.2,102.48,3499,4.82,TRUE,nexsci
K2-151 b,0,0.001,0.025,0.13,0.00889,736,619,3.095,3.8355,1.5408,10.1,69.48,3695,4.8,TRUE,nexsci
K2-152 b,,,,0.2,0.0184,437,368,3.04,32.6479,,10.1,108.45,4044,4.67,TRUE,nexsci
K2-205 b,,,,0.18,0.0146,,,3.058,26.6723,6.048,10.9,405.3,5890,4.25,TRUE,nexsci
K2-153 b,,,,0.18,0.0147,648,545,3.061,7.5157,,11.2,143.13,3845,4.73,TRUE,nexsci
K2-154 b,,,,0.18,0.0145,927,779,3.055,3.6763,,10.4,129.36,4097,4.65,TRUE,nexsci
K2-154 c,,,,0.18,0.0155,717,603,3.05,7.9549,,10.4,129.36,4097,4.65,TRUE,nexsci
K2-206 b,,,,0.25,0.0259,,,3.015,18.2945,,10.9,244.44,5043,4.46,TRUE,nexsci
K2-155 b,0,0.002,0.034,0.16,0.0123,784,660,3.07,6.342,2.4096,9.5,72.8,4258,4.6,TRUE,nexsci
K2-155 c,0,0.002,0.052,0.23,0.0229,605,508,3.023,13.85,3.528,9.5,72.8,4258,4.6,TRUE,nexsci
K2-155 d,0,0,0.027,0.17,0.0134,423,355,3.06,40.718,4.464,9.5,72.8,4258,4.6,TRUE,nexsci
K2-172 b,,,,0.15,0.0107,,,3.077,14.3169,3.84,10.7,249.74,5569,4.61,TRUE,nexsci
K2-156 b,,,,0.1,0.00505,1754,1475,3.072,0.8131,,10.4,150.21,4597,4.62,TRUE,nexsci
K2-158 b,,,,0.24,0.0235,1033,868,3.019,10.0605,,10,197.3,5503,4.45,TRUE,nexsci
K2-158 c,,,,0.11,0.00687,1233,1037,3.117,5.9028,,10,197.3,5503,4.45,TRUE,nexsci
K2-172 c,,,,0.29,0.0326,,,2.995,29.6268,4.656,10.7,249.74,5569,4.61,TRUE,nexsci
K2-159 b,,,,0.2,0.018,890,749,3.039,12.4221,,10,171,5425,4.56,TRUE,nexsci
K2-15 b,0,0.001,0.01,0.22,0.0211,804,676,3.03,11.8104,2.4024,12.5,493.99,5131,4.57,TRUE,nexsci
K2-160 b,,,,0.28,0.0322,,,2.995,3.7059,,11,315.36,5649,4.61,TRUE,nexsci
K2-161 b,,,,0.55,0.0978,,,2.91,9.2832,,10.3,916.32,4972,3.63,TRUE,nexsci
K2-162 b,,,,0.13,0.00839,818,688,3.104,9.4589,,9.9,124.43,4842,4.63,TRUE,nexsci
K2-163 b,,,,0.22,0.0209,,,3.03,6.6731,,10.6,208.53,4937,4.71,TRUE,nexsci
K2-164 b,,,,0.29,0.0334,,,2.993,17.3551,9.168,9.8,375.67,5791,3.81,TRUE,nexsci
K2-165 b,,,,0.11,0.00682,,,3.114,2.355,,9.5,134.59,5185,4.46,TRUE,nexsci
K2-165 c,,,,0.14,0.00955,,,3.088,4.3827,,9.5,134.59,5185,4.46,TRUE,nexsci
K2-166 b,,,,0.2,0.0171,1480,1245,3.047,8.5269,,10.6,476.88,5960,4.09,TRUE,nexsci
K2-16 b,0,0.001,0.01,0.18,0.0149,855,719,3.057,7.6188,2.184,12.1,334.97,4742,4.51,TRUE,nexsci
K2-16 c,0,0,0.011,0.23,0.022,630,530,3.025,19.0786,3.0096,12.1,334.97,4742,4.51,TRUE,nexsci
K2-208 b,,,,0.15,0.0109,,,3.079,4.1909,2.184,10.7,256.89,5582,4.62,TRUE,nexsci
K2-17 b,0,0,0.019,0.2,0.0176,583,491,3.042,17.9675,2.592,10.3,125.11,4320,4.8,TRUE,nexsci
K2-180 b,0,0.002,0.012,0.2,0.036,889,747,3.348,8.8665,2.98,10.7,203.9,5110,4.3,TRUE,nexsci
K2-185 b,,,,0.1,0.00505,,809,3.072,10.6164,2.6,10.7,268.36,5788,4.48,TRUE,nexsci
K2-186 b,,,,0.28,0.0321,,,2.997,41.4742,6.12,10.8,330.74,5784,4.45,TRUE,nexsci
K2-181 b,0.001,0.002,0.015,0.25,0.0266,1252,1053,3.013,6.8943,2.6712,11,360.91,5608,4.38,TRUE,nexsci
K2-182 b,0.001,0.006,0.039,0.25,0.0253,1152,969,3.015,4.7368,2.5704,9.9,154.83,5165,4.58,TRUE,nexsci
K2-183 b,,,,0.23,0.0229,,,3.023,0.4693,1.5408,11,329.04,5482,4.6,TRUE,nexsci
K2-209 b,,,,0.08,0.00184,,,2.886,2.0806,,8.6,76.5,4720,4.46,TRUE,nexsci
K2-183 c,0,0.002,0.018,0.26,0.0271,1021,859,3.011,10.7926,3.8496,11,329.04,5519,4.43,TRUE,nexsci
K2-183 d,0,0.001,0.016,0.26,0.0269,798,671,3.011,22.632,4.92,11,329.04,5519,4.43,TRUE,nexsci
K2-184 b,0,0.001,0.025,0.14,0.00951,754,634,3.093,16.9957,2.4912,8.4,75.59,5220,4.59,TRUE,nexsci
K2-190 c,,,,0.1,0.00421,,,3.036,21.574,,9.4,160.68,5631,4.38,TRUE,nexsci
K2-187 b,0.005,0.002,0.01,0.12,0.00705,2355,1981,3.113,0.7739,1.5792,11.2,330.92,5484,4.5,TRUE,nexsci
K2-187 c,0.001,0.002,0.012,0.16,0.0123,1523,1281,3.07,2.872,2.376,11.2,330.92,5484,4.5,TRUE,nexsci
K2-187 d,0,0.003,0.02,0.28,0.032,1124,945,2.996,7.1492,2.8392,11.2,330.92,5484,4.5,TRUE,nexsci
K2-18 b,0,0,0.04,0.21,0.02807,336,282,3.194,32.9396,2.682,8.9,38.03,3457,4.79,TRUE,nexsci
K2-187 e,0,0.001,0.013,0.21,0.0197,907,763,3.036,13.6099,4.0296,11.2,330.92,5484,4.5,TRUE,nexsci
K2-188 b,,,,0.12,0.00752,2199,1849,3.112,1.7422,,11.1,446.82,5977,4.31,TRUE,nexsci
K2-188 c,0.001,0.002,0.014,0.25,0.0264,1334,1122,3.013,7.8103,3.5808,11.1,446.82,5977,4.31,TRUE,nexsci
K2-189 b,0.001,0.002,0.014,0.14,0.0092,1554,1306,3.091,2.5883,2.22,10.6,242.11,5519,4.53,TRUE,nexsci
K2-189 c,0,0.003,0.022,0.22,0.0214,1132,952,3.028,6.6792,2.7096,10.6,242.11,5519,4.53,TRUE,nexsci
K2-192 b,0,0.001,0.011,0.14,0.0092,1218,1024,3.091,4.1628,1.6176,10.7,221.75,5222,4.57,TRUE,nexsci
K2-193 b,0,0.002,0.022,0.35,0.0465,960,807,2.969,14.7869,4.32,11.5,411.92,5817,4.46,TRUE,nexsci
K2-194 b,,,,0.33,0.0405,,,2.978,39.7214,8.52,11.6,629.51,5979,4.21,TRUE,nexsci
K2-195 b,0,0.002,0.022,0.28,0.0313,938,789,2.999,15.853,4.8408,10.9,315.01,5713,4.42,TRUE,nexsci
K2-196 b,,,,0.32,0.0397,,,2.98,48.3242,,10.6,584.88,6045,4.08,TRUE,nexsci
K2-195 c,,,,0.23,0.0225,,,3.023,28.4828,5.976,10.9,315.01,5712,4.55,TRUE,nexsci
K2-197 b,0,0.002,0.023,0.23,0.0223,1104,928,3.027,8.3579,3.4704,10.5,247.64,5667,4.5,TRUE,nexsci
K2-199 b,0.001,0.004,0.033,0.17,0.0131,1120,942,3.066,3.2253,2.0664,9.6,107.52,4648,4.64,TRUE,nexsci
K2-201 b,,,,0.13,0.008,,,3.103,1.0598,1.7496,10.2,197.93,5507,4.68,TRUE,nexsci
K2-199 c,0,0.004,0.046,0.25,0.0256,850,715,3.014,7.3747,2.5728,9.6,107.52,4648,4.64,TRUE,nexsci
K2-19 b,0.002,0.018,0.124,0.69,0.08967,1062,893,2.668,7.9194,3.237,11.2,289.83,5430,4.63,TRUE,nexsci
K2-19 c,0,0.005,0.11,0.43,0.0236,927,779,2.492,11.9071,3.823,11.2,289.83,5430,4.63,TRUE,nexsci
K2-200 b,,,,0.12,0.00766,,,3.106,2.8499,1.3416,10.4,184.13,5233,4.71,TRUE,nexsci
K2-19 d,0.001,0.001,0.001,0.1,0.04405,1557,1309,4.021,2.5086,1.9296,11.2,289.83,5430,4.63,TRUE,nexsci
K2-212 b,0,0.002,0.034,0.23,0.0217,705,593,3.026,9.7955,2.5992,9.9,109.22,4272,4.64,TRUE,nexsci
K2-214 b,0.001,0.002,0.016,0.22,0.0204,1310,1102,3.031,8.5968,3.7296,10.2,300.64,5854,4.25,TRUE,nexsci
K2-215 b,,,,0.19,0.0162,,,3.051,8.2696,2.232,11.3,403.96,5704,4.41,TRUE,nexsci
K2-216 b,0.002,0.004,0.013,0.16,0.02517,1309,1101,3.409,2.1748,1.84,9.7,115.46,4503,4.57,TRUE,nexsci
K2-217 b,,,,0.32,0.0393,,,2.981,14.0745,5.688,10.7,381.88,5967,4.17,TRUE,nexsci
K2-21 b,0,0.001,0.026,0.16,0.0127,708,595,3.068,9.325,2.3719,9.4,83.64,4222,4.83,TRUE,nexsci
K2-21 c,0,0.001,0.032,0.22,0.0213,597,502,3.03,15.5019,2.333,9.4,83.64,4222,4.83,TRUE,nexsci
K2-220 b,0,0.001,0.017,0.21,0.0198,987,830,3.034,13.6833,3.12,10.2,233.51,5660,4.4,TRUE,nexsci
K2-222 b,0,0.004,0.048,0.21,0.0198,1042,876,3.034,15.3871,4.3896,8.1,101.32,6058,4.37,TRUE,nexsci
K2-223 b,,,,0.08,0.00201,2954,2484,2.902,0.5057,,9.8,198.6,5835,4.48,TRUE,nexsci
K2-223 c,,,,0.14,0.00972,1421,1195,3.09,4.5633,,9.8,198.6,5835,4.48,TRUE,nexsci
K2-224 b,,,,0.14,0.00961,1300,1093,3.091,4.479,,10.9,275.25,5620,4.55,TRUE,nexsci
K2-224 c,,,,0.21,0.0201,992,834,3.033,10.0949,,10.9,275.25,5620,4.55,TRUE,nexsci
K2-227 b,,,,0.15,0.0107,,,3.077,13.6218,,10,187.23,5673,4.58,TRUE,nexsci
K2-225 b,,,,0.31,0.0377,1173,986,2.985,15.8721,,10,357.78,5742,4.08,TRUE,nexsci
K2-226 b,,,,0.14,0.0094,1460,1228,3.094,3.2711,,10.2,211.26,5424,4.47,TRUE,nexsci
K2-228 b,,,,0.11,0.00606,1186,997,3.11,2.6983,,10.3,129.46,4715,4.66,TRUE,nexsci
K2-229 b,,,,0.1,0.00783,2367,1990,3.271,0.5843,,9.1,102.56,5315,4.59,TRUE,nexsci
K2-229 c,,,,0.18,0.06702,977,821,3.705,8.3273,,9.1,102.56,5315,4.59,TRUE,nexsci
K2-22 b,0.012,0.007,0,0.22,1.4,1768,1486,4.844,0.3811,0.5856,11.9,243.84,3830,4.65,TRUE,nexsci
K2-230 b,,,,0.17,0.0142,1987,1671,3.06,2.8604,,11.3,540.77,5945,4.2,TRUE,nexsci
K2-231 b,,,,0.22,0.0214,,,3.028,13.8419,2.952,10.9,321.21,5695,4.48,TRUE,nexsci
K2-232 b,0.019,0.103,0.226,1,0.398,1181,993,2.994,11.1685,5.0302,8.4,130.72,6154,4.38,TRUE,nexsci
K2-233 b,0.002,0.005,0.009,0.12,0.03543,1337,1124,3.785,2.4675,1.988,8.4,67.51,5033,4.64,TRUE,nexsci
K2-233 c,0,0.002,0.005,0.11,0.0403,942,792,3.886,7.0601,2.796,8.4,67.51,5033,4.64,TRUE,nexsci
K2-233 d,0,0.001,0.016,0.21,0.06651,623,524,3.573,24.3645,3.838,8.4,67.51,5033,4.64,TRUE,nexsci
K2-237 b,0.535,0.257,0.143,1.64,1.236,2187,1839,3.055,2.1806,3.0024,10.2,315,6099,4.27,TRUE,nexsci
K2-238 b,,,,1.3,0.86,1898,1596,3.101,3.2047,,12,537.96,5630,4.11,TRUE,nexsci
K2-239 b,0,0,0.026,0.1,0.0043,560,471,3.045,5.24,1.4664,10,31.08,3420,4.9,TRUE,nexsci
K2-239 c,0,0,0.022,0.09,0.00306,490,412,2.981,7.775,1.248,10,31.08,3420,4.9,TRUE,nexsci
K2-239 d,0,0,0.023,0.1,0.0043,450,378,3.045,10.115,1.8384,10,31.08,3420,4.9,TRUE,nexsci
K2-240 b,0,0.002,0.037,0.18,0.0147,709,596,3.061,6.034,2.1528,9.6,72.91,3810,4.7,TRUE,nexsci
K2-240 c,0,0,0.027,0.16,0.0123,472,397,3.07,20.523,3.192,9.6,72.91,3810,4.7,TRUE,nexsci
K2-241 b,,,,0.23,0.0221,660,555,3.027,26.8199,,9.9,149.46,5262,4.54,TRUE,nexsci
K2-242 b,,,,0.23,0.022,543,456,3.025,6.5139,,11.8,109.24,3459,4.89,TRUE,nexsci
K2-243 b,,,,0.19,0.0168,1347,1133,3.044,11.5418,,9.6,266.86,6570,4.26,TRUE,nexsci
K2-243 c,,,,0.18,0.0148,1042,876,3.059,24.946,,9.6,266.86,6570,4.26,TRUE,nexsci
K2-244 b,,,,0.16,0.0117,829,697,3.076,21.0688,,10.2,212.9,5677,4.44,TRUE,nexsci
K2-245 b,,,,0.39,0.0546,1199,1009,2.956,11.8931,,11.2,456.06,5793,4.16,TRUE,nexsci
K2-246 b,,,,0.31,0.0377,1271,1069,2.985,5.7692,,12.8,703.62,5610,4.43,TRUE,nexsci
K2-247 b,,,,0.19,0.0162,1275,1072,3.051,2.2502,,11.6,258.11,4667,4.63,TRUE,nexsci
K2-247 c,,,,0.2,0.0171,896,754,3.047,6.4942,,11.6,258.11,4667,4.63,TRUE,nexsci
K2-248 b,,,,0.23,0.0224,1150,967,3.025,7.1726,,11.6,406.25,5528,4.45,TRUE,nexsci
K2-249 b,,,,0.25,0.0258,1377,1158,3.013,12.409,,10.9,521.72,6504,4.16,TRUE,nexsci
K2-24 b,0,0.008,0.094,0.48,0.05978,885,744,2.805,20.8898,5.4979,9.2,170.56,5625,4.29,TRUE,nexsci
K2-24 c,0,0.007,0.265,0.67,0.04845,699,588,2.429,42.3391,6.498,9.2,170.56,5625,4.29,TRUE,nexsci
K2-250 b,,,,0.22,0.0205,1246,1048,3.029,4.0146,,12,414.71,5172,4.53,TRUE,nexsci
K2-251 b,,,,0.21,0.0193,566,476,3.035,9.3008,,11.5,147.03,3717,4.76,TRUE,nexsci
K2-252 b,,,,0.15,0.0116,829,697,3.078,13.8151,,10.7,228.84,5152,4.5,TRUE,nexsci
K2-254 b,,,,0.14,0.0104,1027,863,3.089,4.0964,,11.3,227.78,4629,4.64,TRUE,nexsci
K2-254 c,,,,0.2,0.0171,715,601,3.047,12.1184,,11.3,227.78,4629,4.64,TRUE,nexsci
K2-255 b,,,,0.26,0.0275,1346,1132,3.007,1.9642,,10.8,191.61,4676,4.62,TRUE,nexsci
K2-256 b,,,,0.23,0.0233,1099,924,3.019,5.5201,,12.8,564.69,5219,4.58,TRUE,nexsci
K2-257 b,,,,0.07,0.00157,1028,864,2.852,1.6059,,9.7,64.01,3725,4.76,TRUE,nexsci
K2-258 b,,,,0.27,0.0292,1080,908,3.003,19.0921,,11.8,661.87,6351,4.29,TRUE,nexsci
K2-259 b,,,,0.21,0.0189,1036,871,3.039,15.4804,,11.1,416.46,6059,4.39,TRUE,nexsci
K2-25 b,,,,0.31,0.0366,,,2.986,3.4846,0.79,10.4,44.96,3180,4.94,TRUE,nexsci
K2-260 b,0.32,0.131,0.06,1.55,1.42,2361,1986,3.165,2.6267,4.1676,11.1,663.83,6367,4.15,TRUE,nexsci
K2-261 b,0.013,0.042,0.108,0.85,0.223,1277,1074,2.884,11.6334,5.112,8.9,213.28,5537,4.21,TRUE,nexsci
K2-263 b,0,0,0.008,0.21,0.04657,559,470,3.397,50.8189,3.4872,9.7,162.48,5368,4.51,TRUE,nexsci
K2-264 b,0,0.001,0.015,0.2,0.0176,642,540,3.042,5.84,1.884,12.2,185.6,3660,4.78,TRUE,nexsci
K2-264 c,0,0,0.014,0.24,0.0239,428,360,3.019,19.6603,2.618,12.2,185.6,3660,4.78,TRUE,nexsci
K2-265 b,0.004,0.004,0.014,0.15,0.02058,1692,1423,3.338,2.3692,2.266,9.3,138.67,5477,4.42,TRUE,nexsci
K2-266 b,0.034,0.021,0.056,0.29,0.03545,1799,1513,3.007,0.6585,0.3334,8.9,77.56,4285,4.58,TRUE,nexsci
K2-266 c,0,0,0.025,0.06,0.00091,789,663,2.755,7.814,2.256,8.9,77.56,4285,4.58,TRUE,nexsci
K2-266 d,0,0.002,0.056,0.26,0.028,639,537,3.008,14.697,3.408,8.9,77.56,4285,4.58,TRUE,nexsci
K2-266 e,0,0.001,0.027,0.24,0.04499,582,489,3.273,19.482,3.6648,8.9,77.56,4285,4.58,TRUE,nexsci
K2-268 b,0.001,0.001,0.01,0.13,0.00899,1473,1239,3.094,2.1517,1.97,11.6,327.78,5106,4.58,TRUE,nexsci
K2-268 c,0,0.001,0.015,0.24,0.0242,904,760,3.018,9.3275,2.8104,11.6,327.78,5106,4.58,TRUE,nexsci
K2-269 b,0.001,0.001,0.008,0.14,0.00972,1861,1565,3.09,4.145,2.7096,10.2,360.76,6209,4.18,TRUE,nexsci
K2-26 b,0,0.001,0.04,0.24,0.0239,505,424,3.019,14.5665,4.75,10.5,99.05,3785,4.72,TRUE,nexsci
K2-270 b,0.001,0.001,0.01,0.12,0.0078,1561,1313,3.106,1.5431,1.644,11.4,280.52,4877,4.59,TRUE,nexsci
K2-270 c,0,0.003,0.018,0.26,0.0283,1101,926,3.006,4.4,1.56,11.4,280.52,4877,4.59,TRUE,nexsci
K2-271 b,0.002,0.009,0.037,0.65,0.131,1161,976,2.887,8.5624,3.24,12.2,564.45,5644,4.37,TRUE,nexsci
K2-272 b,0,0.001,0.013,0.26,0.0277,851,715,3.007,14.4535,3.22,12,423.06,5419,4.53,TRUE,nexsci
K2-273 b,0,0.004,0.036,0.39,0.0563,876,736,2.954,11.7163,4.872,11.3,308.11,5200,4.55,TRUE,nexsci
K2-274 b,0,0.001,0.016,0.2,0.0172,766,644,3.045,14.1297,3.648,11,228.33,5065,4.61,TRUE,nexsci
K2-275 b,0.001,0.005,0.034,0.2,0.0178,1179,991,3.043,3.281,1.9296,9.7,123.44,4812,4.61,TRUE,nexsci
K2-275 c,0,0.002,0.029,0.21,0.0191,861,724,3.035,8.4388,2.34,9.7,123.44,4812,4.61,TRUE,nexsci
K2-276 b,0,0.001,0.019,0.34,0.043,756,636,2.975,18.7183,6.888,12.3,488.15,5139,4.49,TRUE,nexsci
K2-277 b,0.001,0.004,0.031,0.18,0.0155,1248,1049,3.05,6.3268,1.944,8.7,113.12,5741,4.48,TRUE,nexsci
K2-278 b,0.005,0.003,0.011,0.27,0.0288,2222,1869,3.004,3.335,3.936,11.7,786.44,6747,4.17,TRUE,nexsci
